id,inv_date,product_code,price_per_unit,units_sold,total_sales,op_profit,op_margin,sales_method_code,market_code,retailer_code
638,2020-05-19,Prod006,80.00000000000001,500,400000.00000000006,80000.00000000001,0.2,SM001,Mark009,1189833
639,2020-05-20,Prod001,65.00000000000001,700,455000.0000000001,182000.00000000006,0.4,SM001,Mark009,1189833
640,2020-05-21,Prod002,70.00000000000001,700,490000.0000000001,122500.00000000003,0.25,SM001,Mark009,1189833
641,2020-05-22,Prod003,65.00000000000001,500,325000.00000000006,130000.00000000003,0.4,SM001,Mark009,1189833
642,2020-05-23,Prod004,65.00000000000001,500,325000.00000000006,113750.00000000001,0.35,SM001,Mark009,1189833
643,2020-05-24,Prod005,75.00000000000001,425,318750.00000000006,175312.5000000001,0.5500000000000002,SM001,Mark009,1189833
644,2020-05-25,Prod006,80.00000000000001,525,420000.00000000006,84000.00000000001,0.2,SM001,Mark009,1189833
645,2020-05-26,Prod001,40.0,450,180000.0,54000.0,0.3,SM001,Mark009,1189833
646,2020-05-27,Prod002,50.0,450,225000.0,56250.0,0.25,SM001,Mark009,1189833
647,2020-05-28,Prod003,50.0,450,225000.0,56250.0,0.25,SM001,Mark009,1189833
648,2020-05-29,Prod004,50.0,300,150000.0,45000.0,0.3,SM001,Mark009,1189833
649,2020-05-30,Prod005,55.00000000000001,250,137500.00000000003,34375.00000000001,0.25,SM001,Mark010,1189833
650,2020-05-31,Prod006,50.0,500,250000.0,50000.0,0.2,SM001,Mark010,1189833
651,2020-06-01,Prod001,40.0,550,220000.0,66000.0,0.3,SM001,Mark010,1189833
652,2020-06-02,Prod002,50.0,450,225000.0,56250.0,0.25,SM001,Mark010,1189833
653,2020-06-03,Prod003,50.0,450,225000.0,56250.0,0.25,SM001,Mark010,1189833
654,2020-06-04,Prod004,50.0,300,150000.0,45000.0,0.3,SM001,Mark010,1189833
655,2020-06-05,Prod005,55.00000000000001,225,123750.00000000001,30937.500000000004,0.25,SM001,Mark010,1189833
656,2020-06-06,Prod006,50.0,425,212500.0,42500.0,0.2,SM001,Mark010,1189833
657,2020-06-07,Prod001,50.0,575,287500.0,86250.0,0.3,SM001,Mark010,1189833
658,2020-06-08,Prod002,60.0,425,255000.0,63750.0,0.25,SM001,Mark010,1189833
659,2020-06-09,Prod003,64.99999999999999,425,276249.99999999994,69062.49999999999,0.25,SM001,Mark010,1189833
660,2020-06-10,Prod004,64.99999999999999,325,211249.99999999994,63374.99999999998,0.3,SM001,Mark010,1189833
661,2020-06-11,Prod005,70.0,175,122500.0,30625.0,0.25,SM001,Mark010,1189833
662,2020-06-12,Prod006,64.99999999999999,375,243749.99999999994,48749.99999999999,0.2,SM001,Mark010,1189833
663,2020-06-13,Prod001,70.0,550,385000.0,115500.0,0.3,SM001,Mark010,1189833
664,2020-06-14,Prod002,75.0,350,262500.0,65625.0,0.25,SM001,Mark010,1189833
665,2020-06-15,Prod003,75.0,400,300000.0,75000.0,0.25,SM001,Mark010,1189833
666,2020-06-16,Prod004,60.0,300,180000.0,54000.0,0.3,SM001,Mark010,1189833
667,2020-06-17,Prod005,65.0,200,130000.0,32500.0,0.25,SM001,Mark010,1189833
668,2020-06-18,Prod006,80.0,350,280000.0,56000.0,0.2,SM001,Mark010,1189833
669,2020-06-19,Prod001,60.0,550,330000.0,99000.0,0.3,SM001,Mark010,1189833
670,2020-06-20,Prod002,65.0,400,260000.0,65000.0,0.25,SM001,Mark010,1189833
671,2020-06-21,Prod003,65.0,400,260000.0,65000.0,0.25,SM001,Mark010,1189833
672,2020-06-22,Prod004,60.0,300,180000.0,54000.0,0.3,SM001,Mark010,1189833
673,2020-06-23,Prod005,65.0,200,130000.0,32500.0,0.25,SM001,Mark010,1189833
674,2020-06-24,Prod006,80.0,500,400000.0,80000.0,0.2,SM001,Mark010,1189833
675,2020-06-25,Prod001,75.0,750,562500.0,168750.0,0.3,SM001,Mark010,1189833
676,2020-06-26,Prod002,80.0,625,500000.0,125000.0,0.25,SM001,Mark010,1189833
677,2020-06-27,Prod003,80.0,625,500000.0,125000.0,0.25,SM001,Mark010,1189833
678,2020-06-28,Prod004,80.0,500,400000.0,120000.0,0.3,SM001,Mark010,1189833
679,2020-06-29,Prod005,85.00000000000001,375,318750.00000000006,79687.50000000001,0.25,SM001,Mark010,1189833
680,2020-06-30,Prod006,100.0,675,675000.0,135000.0,0.2,SM001,Mark010,1189833
681,2020-07-01,Prod001,80.0,825,660000.0,198000.0,0.3,SM001,Mark010,1189833
682,2020-07-02,Prod002,85.00000000000001,675,573750.0000000001,143437.50000000003,0.25,SM001,Mark010,1189833
683,2020-07-03,Prod003,85.00000000000001,625,531250.0000000001,132812.50000000003,0.25,SM001,Mark010,1189833
684,2020-07-04,Prod004,80.0,525,420000.0,126000.0,0.3,SM001,Mark010,1189833
685,2020-07-05,Prod005,85.00000000000001,575,488750.00000000006,122187.50000000001,0.25,SM001,Mark010,1189833
686,2020-07-06,Prod006,100.0,575,575000.0,115000.0,0.2,SM001,Mark010,1189833
687,2020-07-07,Prod001,85.00000000000001,775,658750.0000000001,197625.00000000003,0.3,SM001,Mark010,1189833
688,2020-07-08,Prod002,80.00000000000001,750,600000.0000000001,150000.00000000003,0.25,SM001,Mark010,1189833
689,2020-07-09,Prod003,75.00000000000001,625,468750.0000000001,117187.50000000003,0.25,SM001,Mark010,1189833
690,2020-07-10,Prod004,75.00000000000001,575,431250.00000000006,129375.00000000001,0.3,SM001,Mark010,1189833
691,2020-07-11,Prod005,75.0,575,431250.0,107812.5,0.25,SM001,Mark010,1189833
692,2020-07-12,Prod006,80.0,400,320000.0,64000.0,0.2,SM001,Mark010,1189833
693,2020-07-13,Prod001,70.00000000000001,600,420000.00000000006,126000.00000000001,0.3,SM001,Mark010,1189833
694,2020-07-14,Prod002,75.00000000000003,600,450000.0000000002,112500.00000000004,0.25,SM001,Mark010,1189833
695,2020-07-15,Prod003,70.00000000000001,450,315000.00000000006,78750.00000000001,0.25,SM001,Mark010,1189833
696,2020-07-16,Prod004,70.00000000000001,400,280000.00000000006,84000.00000000001,0.3,SM001,Mark010,1189833
697,2020-07-17,Prod005,80.00000000000001,425,340000.00000000006,85000.00000000001,0.25,SM001,Mark010,1189833
698,2020-07-18,Prod006,65.0,450,292500.0,58500.0,0.2,SM001,Mark010,1189833
699,2020-07-19,Prod001,60.00000000000001,550,330000.00000000006,99000.00000000001,0.3,SM001,Mark010,1189833
700,2020-07-20,Prod002,65.00000000000001,550,357500.00000000006,89375.00000000001,0.25,SM001,Mark010,1189833
701,2020-07-21,Prod003,60.00000000000001,375,225000.00000000003,56250.00000000001,0.25,SM001,Mark010,1189833
702,2020-07-22,Prod004,60.00000000000001,350,210000.00000000003,63000.00000000001,0.3,SM001,Mark010,1189833
703,2020-07-23,Prod005,70.0,325,227500.0,56875.0,0.25,SM001,Mark010,1189833
704,2020-07-24,Prod006,75.00000000000001,375,281250.00000000006,56250.000000000015,0.2,SM001,Mark010,1189833
705,2020-07-25,Prod001,60.00000000000001,600,360000.00000000006,108000.00000000001,0.3,SM001,Mark010,1189833
706,2020-07-26,Prod002,65.00000000000001,625,406250.0000000001,101562.50000000003,0.25,SM001,Mark010,1189833
707,2020-07-27,Prod003,60.00000000000001,475,285000.00000000006,71250.00000000001,0.25,SM001,Mark010,1189833
708,2020-07-28,Prod004,70.00000000000001,450,315000.00000000006,94500.00000000001,0.3,SM001,Mark010,1189833
709,2020-07-29,Prod005,90.00000000000001,425,382500.00000000006,95625.00000000001,0.25,SM001,Mark010,1189833
710,2020-07-30,Prod006,95.00000000000001,550,522500.00000000006,104500.00000000001,0.2,SM001,Mark010,1189833
711,2020-07-31,Prod001,80.00000000000001,750,600000.0000000001,180000.00000000003,0.3,SM001,Mark010,1189833
712,2020-08-01,Prod002,85.00000000000001,750,637500.0000000001,159375.00000000003,0.25,SM001,Mark010,1189833
713,2020-08-02,Prod003,80.00000000000001,550,440000.00000000006,110000.00000000001,0.25,SM001,Mark010,1189833
714,2020-08-03,Prod004,80.00000000000001,550,440000.00000000006,132000.0,0.3,SM001,Mark010,1189833
715,2020-08-04,Prod005,90.00000000000001,475,427500.00000000006,106875.00000000001,0.25,SM001,Mark010,1189833
716,2020-08-05,Prod006,95.00000000000001,575,546250.0000000001,109250.00000000003,0.2,SM001,Mark010,1189833
717,2020-08-06,Prod001,45.0,1050,472500.0,212625.0,0.45,SM001,Mark010,1185732
718,2020-08-07,Prod002,45.0,850,382500.0,133875.0,0.35,SM001,Mark010,1185732
719,2020-08-08,Prod003,35.0,850,297500.0,74375.0,0.25,SM001,Mark010,1185732
720,2020-08-09,Prod004,40.0,700,280000.0,84000.0,0.3,SM001,Mark010,1185732
721,2020-08-10,Prod005,55.00000000000001,750,412500.00000000006,144375.0,0.35,SM001,Mark011,1185732
722,2020-08-11,Prod006,45.0,850,382500.0,191250.0,0.5,SM001,Mark011,1185732
723,2020-08-12,Prod001,45.0,1100,495000.0,222750.0,0.45,SM001,Mark011,1185732
724,2020-08-13,Prod002,45.0,750,337500.0,118124.99999999999,0.35,SM001,Mark011,1185732
725,2020-08-14,Prod003,35.0,800,280000.0,70000.0,0.25,SM001,Mark011,1185732
726,2020-08-15,Prod004,40.0,675,270000.0,81000.0,0.3,SM001,Mark011,1189833
727,2020-08-16,Prod005,55.00000000000001,750,412500.00000000006,144375.0,0.35,SM001,Mark011,1185732
728,2020-08-17,Prod006,45.0,850,382500.0,191250.0,0.5,SM001,Mark011,1185732
729,2020-08-18,Prod001,45.0,1070,481500.0,216675.0,0.45,SM001,Mark011,1185732
730,2020-08-19,Prod002,45.0,750,337500.0,118124.99999999999,0.35,SM001,Mark011,1185732
731,2020-08-20,Prod003,35.0,775,271250.0,67812.5,0.25,SM001,Mark011,1185732
732,2020-08-21,Prod004,40.0,625,250000.0,75000.0,0.3,SM001,Mark011,1185732
733,2020-08-22,Prod005,55.00000000000001,675,371250.00000000006,129937.50000000001,0.35,SM001,Mark011,1185732
734,2020-08-23,Prod006,45.0,775,348750.0,174375.0,0.5,SM001,Mark011,1185732
735,2020-04-24,Prod001,45.0,1025,461250.0,207562.5,0.45,SM001,Mark011,1185732
736,2020-04-24,Prod002,45.0,725,326250.0,114187.5,0.35,SM001,Mark011,1185732
737,2020-04-24,Prod003,35.0,725,253750.0,63437.5,0.25,SM001,Mark011,1189833
738,2020-04-24,Prod004,40.0,650,260000.0,78000.0,0.3,SM001,Mark011,1189833
739,2020-04-24,Prod005,55.00000000000001,675,371250.00000000006,129937.50000000001,0.35,SM001,Mark011,1189833
740,2020-04-24,Prod006,45.0,800,360000.0,180000.0,0.5,SM001,Mark011,1189833
741,2020-04-24,Prod001,55.00000000000001,1070,588500.0000000001,264825.00000000006,0.45,SM001,Mark011,1189833
742,2020-04-24,Prod002,55.00000000000001,775,426250.00000000006,149187.5,0.35,SM001,Mark011,1189833
743,2020-04-24,Prod003,50.0,750,375000.0,93750.0,0.25,SM001,Mark011,1189833
744,2020-04-24,Prod004,50.0,700,350000.0,105000.0,0.3,SM001,Mark011,1189833
745,2020-04-24,Prod005,60.0,725,435000.0,152250.0,0.35,SM001,Mark011,1189833
746,2020-04-24,Prod006,65.0,825,536250.0,268125.0,0.5,SM001,Mark011,1189833
747,2020-04-24,Prod001,60.0,1075,645000.0,290250.0,0.45,SM001,Mark011,1189833
748,2020-04-24,Prod002,55.00000000000001,825,453750.00000000006,158812.5,0.35,SM001,Mark011,1189833
749,2020-09-07,Prod003,50.0,800,400000.0,100000.0,0.25,SM001,Mark011,1189833
750,2020-09-08,Prod004,50.0,775,387500.0,116250.0,0.3,SM001,Mark011,1189833
751,2020-09-09,Prod005,65.0,775,503750.0,176312.5,0.35,SM001,Mark011,1189833
752,2020-09-10,Prod006,70.0,925,647500.0,323750.0,0.5,SM001,Mark011,1189833
753,2020-09-11,Prod001,65.0,1150,747500.0,336375.0,0.45,SM001,Mark011,1189833
754,2020-09-12,Prod002,60.00000000000001,900,540000.0000000001,189000.00000000003,0.35,SM001,Mark011,1189833
755,2020-09-13,Prod003,55.00000000000001,825,453750.00000000006,113437.50000000001,0.25,SM001,Mark011,1189833
756,2020-09-14,Prod004,55.00000000000001,775,426250.00000000006,127875.00000000001,0.3,SM001,Mark011,1189833
757,2020-09-15,Prod005,65.0,800,520000.0,182000.0,0.35,SM001,Mark011,1189833
758,2020-09-16,Prod006,70.0,975,682500.0,341250.0,0.5,SM001,Mark011,1189833
759,2020-09-17,Prod001,65.0,1125,731250.0,329062.5,0.45,SM001,Mark011,1189833
760,2020-09-18,Prod002,60.00000000000001,900,540000.0000000001,189000.00000000003,0.35,SM001,Mark011,1189833
761,2020-09-19,Prod003,55.00000000000001,825,453750.00000000006,113437.50000000001,0.25,SM001,Mark011,1189833
762,2020-09-20,Prod004,45.0,775,348750.0,104625.0,0.3,SM001,Mark011,1185732
763,2020-09-21,Prod005,55.00000000000001,750,412500.00000000006,144375.0,0.35,SM001,Mark011,1185732
764,2020-09-22,Prod006,60.00000000000001,925,555000.0000000001,277500.00000000006,0.5,SM001,Mark011,1185732
765,2020-09-23,Prod001,55.00000000000001,1050,577500.0000000001,259875.00000000006,0.45,SM001,Mark011,1185732
766,2020-09-24,Prod002,50.000000000000014,850,425000.0000000001,148750.00000000003,0.35,SM001,Mark011,1185732
767,2020-09-25,Prod003,45.0,750,337500.0,84375.0,0.25,SM001,Mark011,1128299
768,2020-09-26,Prod004,45.0,725,326250.0,97875.0,0.3,SM001,Mark011,1128299
769,2020-09-27,Prod005,55.00000000000001,725,398750.00000000006,139562.5,0.35,SM001,Mark011,1128299
770,2020-09-28,Prod006,60.00000000000001,825,495000.00000000006,247500.00000000003,0.5,SM001,Mark011,1128299
771,2020-09-29,Prod001,60.00000000000001,1000,600000.0000000001,270000.00000000006,0.45,SM001,Mark011,1128299
772,2020-09-30,Prod002,50.000000000000014,825,412500.0000000001,144375.00000000003,0.35,SM001,Mark011,1128299
773,2020-10-01,Prod003,50.000000000000014,725,362500.0000000001,90625.00000000003,0.25,SM001,Mark011,1128299
774,2020-10-02,Prod004,50.000000000000014,700,350000.0000000001,105000.00000000003,0.3,SM001,Mark011,1128299
775,2020-10-03,Prod005,60.00000000000001,700,420000.00000000006,147000.0,0.35,SM001,Mark011,1128299
776,2020-10-04,Prod006,65.0,825,536250.0,268125.0,0.5,SM001,Mark011,1128299
777,2020-10-05,Prod001,60.00000000000001,975,585000.0000000001,263250.00000000006,0.45,SM001,Mark011,1128299
778,2020-10-06,Prod002,50.000000000000014,800,400000.0000000001,140000.00000000003,0.35,SM001,Mark011,1128299
779,2020-10-07,Prod003,50.000000000000014,745,372500.0000000001,93125.00000000003,0.25,SM001,Mark011,1128299
780,2020-10-08,Prod004,50.000000000000014,775,387500.0000000001,116250.00000000003,0.3,SM001,Mark011,1128299
781,2020-10-09,Prod005,65.0,750,487500.0,170625.0,0.35,SM001,Mark011,1128299
782,2020-10-10,Prod006,70.0,850,595000.0,297500.0,0.5,SM001,Mark011,1128299
783,2020-05-24,Prod001,65.0,1075,698750.0,314437.5,0.45,SM001,Mark011,1128299
784,2020-05-24,Prod002,55.00000000000001,875,481250.00000000006,168437.5,0.35,SM001,Mark011,1128299
785,2020-05-24,Prod003,55.00000000000001,825,453750.00000000006,113437.50000000001,0.25,SM001,Mark011,1128299
786,2020-05-24,Prod004,55.00000000000001,775,426250.00000000006,127875.00000000001,0.3,SM001,Mark011,1128299
787,2020-05-24,Prod005,65.0,775,503750.0,176312.5,0.35,SM001,Mark011,1185732
788,2020-05-24,Prod006,70.0,875,612500.0,306250.0,0.5,SM001,Mark011,1185732
789,2020-10-17,Prod001,35.0,450,157500.0,55125.00000000001,0.35000000000000003,SM001,Mark011,1185732
790,2020-10-18,Prod002,35.0,250,87500.0,26250.0,0.3,SM001,Mark011,1185732
791,2020-10-19,Prod003,25.0,250,62500.0,18750.0,0.3,SM001,Mark011,1185732
792,2020-10-20,Prod004,30.000000000000004,100,30000.000000000004,10500.000000000002,0.35000000000000003,SM001,Mark011,1185732
793,2020-10-21,Prod005,44.99999999999999,150,67499.99999999999,20249.999999999996,0.3,SM001,Mark012,1185732
794,2020-10-22,Prod006,35.0,250,87500.0,39375.0,0.45,SM001,Mark012,1185732
795,2020-10-23,Prod001,35.0,500,175000.0,61250.00000000001,0.35000000000000003,SM001,Mark012,1185732
796,2020-10-24,Prod002,35.0,150,52500.0,15750.0,0.3,SM001,Mark012,1185732
797,2020-10-25,Prod003,25.0,200,50000.0,15000.0,0.3,SM001,Mark012,1185732
798,2020-10-26,Prod004,30.000000000000004,75,22500.000000000004,7875.000000000002,0.35000000000000003,SM001,Mark012,1185732
799,2020-10-27,Prod005,44.99999999999999,150,67499.99999999999,20249.999999999996,0.3,SM001,Mark012,1185732
800,2020-10-28,Prod006,35.0,225,78750.0,35437.5,0.45,SM001,Mark012,1185732
801,2020-10-29,Prod001,40.0,445,178000.0,62300.00000000001,0.35000000000000003,SM001,Mark012,1185732
802,2020-10-30,Prod002,40.0,125,50000.0,15000.0,0.3,SM001,Mark012,1185732
803,2020-10-31,Prod003,30.000000000000004,175,52500.00000000001,15750.000000000002,0.3,SM001,Mark012,1185732
804,2020-11-01,Prod004,35.0,25,8750.0,3062.5000000000005,0.35000000000000003,SM001,Mark012,1185732
805,2020-11-02,Prod005,50.0,75,37500.0,11250.0,0.3,SM001,Mark012,1185732
806,2020-11-03,Prod006,40.0,175,70000.0,31500.0,0.45,SM001,Mark012,1185732
807,2020-11-04,Prod001,40.0,400,160000.0,56000.00000000001,0.35000000000000003,SM001,Mark012,1185732
808,2020-11-05,Prod002,40.0,100,40000.0,12000.0,0.3,SM001,Mark012,1185732
809,2020-11-06,Prod003,30.000000000000004,100,30000.000000000004,9000.0,0.3,SM001,Mark012,1185732
810,2020-11-07,Prod004,35.0,25,8750.0,3062.5000000000005,0.35000000000000003,SM001,Mark012,1185732
811,2020-11-08,Prod005,50.0,50,25000.0,7500.0,0.3,SM001,Mark012,1185732
812,2020-11-09,Prod006,40.0,175,70000.0,31500.0,0.45,SM001,Mark012,1185732
813,2020-11-10,Prod001,50.0,445,222500.0,77875.00000000001,0.35000000000000003,SM001,Mark012,1185732
814,2020-11-11,Prod002,45.00000000000001,150,67500.00000000001,20250.000000000004,0.3,SM001,Mark012,1185732
815,2020-11-12,Prod003,40.0,125,50000.0,15000.0,0.3,SM001,Mark012,1185732
816,2020-11-13,Prod004,40.0,50,20000.0,7000.000000000001,0.35000000000000003,SM001,Mark012,1185732
817,2020-11-14,Prod005,54.99999999999999,75,41249.99999999999,12374.999999999998,0.3,SM001,Mark012,1185732
818,2020-11-15,Prod006,60.0,175,105000.0,47250.0,0.45,SM001,Mark012,1185732
819,2020-11-16,Prod001,45.0,425,191250.0,66937.5,0.35000000000000003,SM002,Mark012,1185732
820,2020-11-17,Prod002,40.00000000000001,175,70000.00000000001,21000.000000000004,0.3,SM002,Mark012,1185732
821,2020-11-18,Prod003,35.0,175,61250.0,18375.0,0.3,SM002,Mark012,1185732
822,2020-11-19,Prod004,35.0,150,52500.0,18375.0,0.35000000000000003,SM002,Mark012,1185732
823,2020-11-20,Prod005,50.0,150,75000.0,22500.0,0.3,SM002,Mark012,1185732
824,2020-11-21,Prod006,55.00000000000001,325,178750.00000000003,80437.50000000001,0.45,SM002,Mark012,1185732
825,2020-11-22,Prod001,50.0,550,275000.0,96250.00000000001,0.35000000000000003,SM002,Mark012,1185732
826,2020-11-23,Prod002,45.00000000000001,300,135000.00000000003,40500.00000000001,0.3,SM002,Mark012,1185732
827,2020-11-24,Prod003,40.0,225,90000.0,27000.0,0.3,SM002,Mark012,1185732
828,2020-11-25,Prod004,40.0,175,70000.0,24500.000000000004,0.35000000000000003,SM002,Mark012,1185732
829,2020-11-26,Prod005,50.0,200,100000.0,30000.0,0.3,SM002,Mark012,1185732
830,2020-11-27,Prod006,55.00000000000001,375,206250.00000000003,92812.50000000001,0.45,SM002,Mark012,1185732
831,2020-11-28,Prod001,50.0,525,262500.0,91875.00000000001,0.35000000000000003,SM002,Mark012,1185732
832,2020-11-29,Prod002,45.00000000000001,300,135000.00000000003,40500.00000000001,0.3,SM002,Mark012,1185732
833,2020-11-30,Prod003,40.0,225,90000.0,27000.0,0.3,SM002,Mark012,1185732
834,2020-12-01,Prod004,35.0,175,61250.0,21437.500000000004,0.35000000000000003,SM002,Mark012,1185732
835,2020-12-02,Prod005,45.0,150,67500.0,20250.0,0.3,SM002,Mark012,1185732
836,2020-12-03,Prod006,50.0,325,162500.0,73125.0,0.45,SM002,Mark012,1185732
837,2020-12-04,Prod001,45.0,450,202500.0,70875.0,0.35000000000000003,SM002,Mark012,1185732
838,2020-12-05,Prod002,40.00000000000001,250,100000.00000000001,30000.000000000004,0.3,SM002,Mark012,1185732
839,2020-12-06,Prod003,25.0,150,37500.0,11250.0,0.3,SM002,Mark012,1185732
840,2020-12-07,Prod004,25.0,125,31250.0,10937.500000000002,0.35000000000000003,SM002,Mark012,1185732
841,2020-12-08,Prod005,35.0,125,43750.0,13125.0,0.3,SM002,Mark012,1185732
842,2020-12-09,Prod006,40.0,200,80000.0,36000.0,0.45,SM002,Mark012,1185732
843,2020-12-10,Prod001,44.99999999999999,375,168749.99999999997,59062.49999999999,0.35000000000000003,SM002,Mark012,1185732
844,2020-12-11,Prod002,35.0,200,70000.0,21000.0,0.3,SM002,Mark012,1185732
845,2020-12-12,Prod003,35.0,100,35000.0,10500.0,0.3,SM002,Mark012,1185732
846,2020-12-13,Prod004,35.0,75,26250.0,9187.5,0.35000000000000003,SM002,Mark012,1185732
847,2020-12-14,Prod005,44.99999999999999,75,33749.99999999999,10124.999999999998,0.3,SM002,Mark012,1185732
848,2020-12-15,Prod006,49.999999999999986,200,99999.99999999997,44999.999999999985,0.45,SM002,Mark012,1185732
849,2020-12-16,Prod001,50.0,350,175000.0,61250.00000000001,0.35000000000000003,SM002,Mark012,1185732
850,2020-12-17,Prod002,40.0,200,80000.0,24000.0,0.3,SM002,Mark012,1185732
851,2020-12-18,Prod003,40.0,145,58000.0,17400.0,0.3,SM002,Mark012,1185732
852,2020-12-19,Prod004,40.0,150,60000.0,21000.000000000004,0.35000000000000003,SM002,Mark012,1185732
853,2020-12-20,Prod005,54.99999999999999,125,68749.99999999999,20624.999999999996,0.3,SM002,Mark012,1185732
854,2020-12-21,Prod006,59.999999999999986,225,134999.99999999997,60749.999999999985,0.45,SM002,Mark012,1185732
855,2020-12-22,Prod001,54.99999999999999,475,261249.99999999997,91437.5,0.35000000000000003,SM002,Mark012,1185732
856,2020-12-23,Prod002,45.0,275,123750.0,37125.0,0.3,SM002,Mark012,1185732
857,2020-12-24,Prod003,45.0,225,101250.0,30375.0,0.3,SM002,Mark012,1185732
858,2020-12-25,Prod004,45.0,175,78750.0,27562.500000000004,0.35000000000000003,SM002,Mark012,1185732
859,2020-12-26,Prod005,54.99999999999999,175,96249.99999999999,28874.999999999996,0.3,SM002,Mark012,1185732
860,2020-12-27,Prod006,59.999999999999986,275,164999.99999999997,74249.99999999999,0.45,SM002,Mark012,1185732
861,2020-12-28,Prod001,35.0,475,166250.0,74812.5,0.45,SM002,Mark012,1197832
862,2020-12-29,Prod002,45.0,475,213750.0,64125.0,0.3,SM002,Mark012,1197832
863,2020-12-30,Prod003,45.0,475,213750.0,96187.5,0.45,SM002,Mark012,1197832
864,2020-12-31,Prod004,45.0,325,146250.0,58499.99999999999,0.39999999999999997,SM002,Mark012,1197832
865,2021-01-01,Prod005,50.0,275,137500.0,82500.00000000001,0.6000000000000001,SM002,Mark013,1197832
866,2021-01-02,Prod006,45.0,475,213750.0,53437.5,0.25,SM002,Mark013,1197832
867,2021-01-03,Prod001,35.0,525,183750.0,82687.5,0.45,SM002,Mark013,1197832
868,2021-01-04,Prod002,45.0,425,191250.0,57375.0,0.3,SM002,Mark013,1197832
869,2021-01-05,Prod003,45.0,450,202500.0,91125.0,0.45,SM002,Mark013,1197832
870,2021-01-06,Prod004,45.0,300,135000.0,53999.99999999999,0.39999999999999997,SM002,Mark013,1197832
871,2021-01-07,Prod005,50.0,225,112500.0,67500.00000000001,0.6000000000000001,SM002,Mark013,1197832
872,2021-01-08,Prod006,45.0,425,191250.0,47812.5,0.25,SM002,Mark013,1197832
873,2021-01-09,Prod001,35.0,575,201250.0,90562.5,0.45,SM002,Mark013,1197832
874,2021-01-10,Prod002,45.0,425,191250.0,57375.0,0.3,SM002,Mark013,1197832
875,2021-01-11,Prod003,45.0,425,191250.0,86062.5,0.45,SM002,Mark013,1197832
876,2021-01-12,Prod004,45.0,325,146250.0,58499.99999999999,0.39999999999999997,SM002,Mark013,1197832
877,2021-01-13,Prod005,50.0,200,100000.0,60000.00000000001,0.6000000000000001,SM002,Mark013,1197832
878,2021-01-14,Prod006,45.0,400,180000.0,45000.0,0.25,SM002,Mark013,1197832
879,2021-01-15,Prod001,45.0,575,258750.0,116437.5,0.45,SM002,Mark013,1197832
880,2021-01-16,Prod002,45.0,375,168750.0,50625.0,0.3,SM002,Mark013,1197832
881,2021-01-17,Prod003,45.0,400,180000.0,81000.0,0.45,SM002,Mark013,1197832
882,2021-01-18,Prod004,40.0,300,120000.0,47999.99999999999,0.39999999999999997,SM002,Mark013,1197832
883,2021-01-19,Prod005,45.0,200,90000.0,54000.00000000001,0.6000000000000001,SM002,Mark013,1197832
884,2021-01-20,Prod006,60.0,375,225000.0,56250.0,0.25,SM002,Mark013,1197832
885,2021-01-21,Prod001,40.0,575,230000.0,103500.0,0.45,SM002,Mark013,1197832
886,2021-01-22,Prod002,45.0,425,191250.0,57375.0,0.3,SM002,Mark013,1197832
887,2021-01-23,Prod003,45.0,425,191250.0,86062.5,0.45,SM002,Mark013,1197832
888,2021-01-24,Prod004,40.0,325,130000.0,51999.99999999999,0.39999999999999997,SM002,Mark013,1197832
889,2021-01-25,Prod005,45.0,225,101250.0,60750.00000000001,0.6000000000000001,SM002,Mark013,1197832
890,2021-01-26,Prod006,60.0,400,240000.0,60000.0,0.25,SM002,Mark013,1197832
891,2021-01-27,Prod001,40.0,675,270000.0,121500.0,0.45,SM002,Mark013,1197832
892,2021-01-28,Prod002,45.0,525,236250.0,70875.0,0.3,SM002,Mark013,1197832
893,2021-01-29,Prod003,45.0,550,247500.0,111375.0,0.45,SM002,Mark013,1197832
894,2021-01-30,Prod004,40.0,425,170000.0,68000.0,0.39999999999999997,SM002,Mark013,1197832
895,2021-01-31,Prod005,45.0,300,135000.0,81000.00000000001,0.6000000000000001,SM002,Mark013,1197832
896,2021-02-01,Prod006,60.0,600,360000.0,90000.0,0.25,SM002,Mark013,1197832
897,2021-02-02,Prod001,40.0,750,300000.0,135000.0,0.45,SM002,Mark013,1197832
898,2021-02-03,Prod002,45.0,600,270000.0,81000.0,0.3,SM002,Mark013,1197832
899,2021-02-04,Prod003,45.0,550,247500.0,111375.0,0.45,SM002,Mark013,1197832
900,2021-02-05,Prod004,40.0,450,180000.0,72000.0,0.39999999999999997,SM002,Mark013,1197832
901,2021-02-06,Prod005,45.0,475,213750.0,128250.00000000001,0.6000000000000001,SM002,Mark013,1197832
902,2021-02-07,Prod006,60.0,475,285000.0,71250.0,0.25,SM002,Mark013,1197832
903,2021-02-08,Prod001,45.0,675,303750.0,136687.5,0.45,SM002,Mark013,1197832
904,2021-02-09,Prod002,55.00000000000001,625,343750.00000000006,103125.00000000001,0.3,SM002,Mark013,1197832
905,2021-02-10,Prod003,50.0,500,250000.0,112500.0,0.45,SM002,Mark013,1197832
906,2021-02-11,Prod004,45.0,425,191250.0,76500.0,0.39999999999999997,SM002,Mark013,1197832
907,2021-02-12,Prod005,54.99999999999999,425,233749.99999999997,140250.0,0.6000000000000001,SM002,Mark013,1197832
