id,inv_date,year,month,day_of_week,day_name,id,inv_date,product_code,price_per_unit,units_sold,total_sales,op_profit,op_margin,sales_method_code,market_code,retailer_code
218,2021-03-12,2021,3,4,Friday,4106,2021-03-12,Prod006,41,182,7462,2313.22,0.31,SM003,Mark004,1197832
218,2021-03-12,2021,3,4,Friday,218,2021-03-12,Prod006,45,700,315000,63000,0.2,SM002,Mark004,1197832
218,2021-03-12,2021,3,4,Friday,6129,2021-03-12,Prod006,48,95,4560,1641.6,0.36,SM003,Mark032,1128299
218,2021-03-12,2021,3,4,Friday,2241,2021-03-12,Prod006,50,350,175000,43750,0.25,SM003,Mark032,1128299
219,2021-03-13,2021,3,5,Saturday,9436,2021-03-13,Prod001,28,155,4340,1475.6,0.34,SM002,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,7995,2021-03-13,Prod001,28,240,6720,3091.2,0.46,SM002,Mark004,1197832
219,2021-03-13,2021,3,5,Saturday,4107,2021-03-13,Prod001,34,225,7650,4054.5,0.53,SM003,Mark004,1197832
219,2021-03-13,2021,3,5,Saturday,219,2021-03-13,Prod001,35,750,262500,105000,0.4,SM002,Mark004,1197832
219,2021-03-13,2021,3,5,Saturday,7276,2021-03-13,Prod001,36,158,5688,2616.48,0.46,SM003,Mark048,1185732
219,2021-03-13,2021,3,5,Saturday,7564,2021-03-13,Prod001,38,127,4826,2123.44,0.44,SM003,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,3676,2021-03-13,Prod001,40,470,188000,56400,0.3,SM001,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,3388,2021-03-13,Prod001,40,545,218000,76300,0.35,SM001,Mark048,1185732
219,2021-03-13,2021,3,5,Saturday,9437,2021-03-13,Prod002,31,61,1891,642.94,0.34,SM002,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,7565,2021-03-13,Prod002,38,47,1786,803.7,0.45,SM003,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,7277,2021-03-13,Prod002,39,68,2652,1193.4,0.45,SM003,Mark048,1185732
219,2021-03-13,2021,3,5,Saturday,3677,2021-03-13,Prod002,40,175,70000,21000,0.3,SM001,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,3389,2021-03-13,Prod002,40,250,100000,35000,0.35,SM001,Mark048,1185732
219,2021-03-13,2021,3,5,Saturday,9438,2021-03-13,Prod003,23,60,1380,441.6,0.32,SM002,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,7566,2021-03-13,Prod003,28,50,1400,546,0.39,SM003,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,7278,2021-03-13,Prod003,29,69,2001,1080.54,0.54,SM003,Mark048,1185732
219,2021-03-13,2021,3,5,Saturday,3678,2021-03-13,Prod003,30.0,200,60000.0,15000.0,0.25,SM001,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,3390,2021-03-13,Prod003,30.0,275,82500.0,33000.0,0.4,SM001,Mark048,1185732
219,2021-03-13,2021,3,5,Saturday,9439,2021-03-13,Prod004,25,93,2325,651.0,0.28,SM002,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,7279,2021-03-13,Prod004,32,31,992,525.76,0.53,SM003,Mark048,1185732
219,2021-03-13,2021,3,5,Saturday,4824,2021-03-13,Prod004,32,135,4320,2462.4,0.57,SM003,Mark013,1128299
219,2021-03-13,2021,3,5,Saturday,7567,2021-03-13,Prod004,34,87,2958,1064.88,0.36,SM003,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,3391,2021-03-13,Prod004,35,125,43750,17500,0.4,SM001,Mark048,1185732
219,2021-03-13,2021,3,5,Saturday,3679,2021-03-13,Prod004,35,300,105000,26250,0.25,SM001,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,936,2021-03-13,Prod004,35,500,175000,78750,0.45,SM002,Mark013,1128299
219,2021-03-13,2021,3,5,Saturday,9440,2021-03-13,Prod005,36,31,1116,334.8,0.3,SM002,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,7568,2021-03-13,Prod005,46,29,1334,520.26,0.39,SM003,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,7280,2021-03-13,Prod005,46,49,2254,924.14,0.41,SM003,Mark048,1185732
219,2021-03-13,2021,3,5,Saturday,3680,2021-03-13,Prod005,50,100,50000,12500,0.25,SM001,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,3392,2021-03-13,Prod005,50,175,87500,26250,0.3,SM001,Mark048,1185732
219,2021-03-13,2021,3,5,Saturday,9441,2021-03-13,Prod006,31,68,2108,779.96,0.37,SM002,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,7569,2021-03-13,Prod006,39,54,2106,863.46,0.41,SM003,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,7281,2021-03-13,Prod006,39,72,2808,1404,0.5,SM003,Mark048,1185732
219,2021-03-13,2021,3,5,Saturday,3681,2021-03-13,Prod006,40,200,80000,24000,0.3,SM001,Mark052,1128299
219,2021-03-13,2021,3,5,Saturday,3393,2021-03-13,Prod006,40,275,110000,44000,0.4,SM001,Mark048,1185732
220,2021-03-14,2021,3,6,Sunday,7996,2021-03-14,Prod002,30,215,6450,1999.5,0.31,SM002,Mark004,1197832
220,2021-03-14,2021,3,6,Sunday,4108,2021-03-14,Prod002,43,195,8385,3354,0.4,SM003,Mark004,1197832
220,2021-03-14,2021,3,6,Sunday,220,2021-03-14,Prod002,45,650,292500,73125,0.25,SM002,Mark004,1197832
220,2021-03-14,2021,3,6,Sunday,8281,2021-03-14,Prod005,30,123,3690,1254.6,0.34,SM002,Mark014,1128299
220,2021-03-14,2021,3,6,Sunday,4825,2021-03-14,Prod005,39,95,3705,1482,0.4,SM003,Mark014,1128299
220,2021-03-14,2021,3,6,Sunday,937,2021-03-14,Prod005,40,350,140000,42000,0.3,SM002,Mark014,1128299
221,2021-03-15,2021,3,0,Monday,5548,2021-03-15,Prod001,34,216,7344,4479.84,0.61,SM003,Mark024,1128299
221,2021-03-15,2021,3,0,Monday,1660,2021-03-15,Prod001,35,770,269500,134750,0.5,SM001,Mark024,1128299
221,2021-03-15,2021,3,0,Monday,5549,2021-03-15,Prod002,32,126,4032,2177.28,0.54,SM003,Mark024,1128299
221,2021-03-15,2021,3,0,Monday,1661,2021-03-15,Prod002,35,450,157500,63000.0,0.4,SM001,Mark024,1128299
221,2021-03-15,2021,3,0,Monday,5550,2021-03-15,Prod003,25,124,3100,1240,0.4,SM003,Mark024,1128299
221,2021-03-15,2021,3,0,Monday,1662,2021-03-15,Prod003,25,475,118750,35625,0.3,SM001,Mark024,1128299
221,2021-03-15,2021,3,0,Monday,7997,2021-03-15,Prod003,33,223,7359,3090.78,0.42,SM002,Mark004,1197832
221,2021-03-15,2021,3,0,Monday,4109,2021-03-15,Prod003,44,169,7436,3718,0.5,SM003,Mark004,1197832
221,2021-03-15,2021,3,0,Monday,221,2021-03-15,Prod003,45,675,303750,121500,0.4,SM002,Mark004,1197832
221,2021-03-15,2021,3,0,Monday,5551,2021-03-15,Prod004,29,91,2639,1266.72,0.48,SM003,Mark024,1128299
221,2021-03-15,2021,3,0,Monday,1663,2021-03-15,Prod004,30.0,325,97500.0,34125.0,0.35,SM001,Mark024,1128299
221,2021-03-15,2021,3,0,Monday,5552,2021-03-15,Prod005,43,94,4042,2101.84,0.52,SM003,Mark024,1128299
221,2021-03-15,2021,3,0,Monday,1664,2021-03-15,Prod005,45.0,375,168750.0,67500,0.4,SM001,Mark024,1128299
221,2021-03-15,2021,3,0,Monday,8282,2021-03-15,Prod006,24,170,4080,2162.4,0.53,SM002,Mark014,1128299
221,2021-03-15,2021,3,0,Monday,4826,2021-03-15,Prod006,33,125,4125,2681.25,0.65,SM003,Mark014,1128299
221,2021-03-15,2021,3,0,Monday,5553,2021-03-15,Prod006,33,143,4719,3256.11,0.69,SM003,Mark024,1128299
221,2021-03-15,2021,3,0,Monday,1665,2021-03-15,Prod006,35,475,166250,91437.5,0.55,SM001,Mark024,1128299
221,2021-03-15,2021,3,0,Monday,938,2021-03-15,Prod006,35,500,175000,87500,0.5,SM002,Mark014,1128299
222,2021-03-16,2021,3,1,Tuesday,8283,2021-03-16,Prod001,18,202,3636,1345.32,0.37,SM002,Mark014,1128299
222,2021-03-16,2021,3,1,Tuesday,9076,2021-03-16,Prod001,20,223,4460,2051.6,0.46,SM002,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,6484,2021-03-16,Prod001,23,187,4301,2365.55,0.55,SM003,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,4827,2021-03-16,Prod001,24,169,4056,2028,0.5,SM003,Mark014,1128299
222,2021-03-16,2021,3,1,Tuesday,939,2021-03-16,Prod001,25,650,162500,56875,0.35,SM002,Mark014,1128299
222,2021-03-16,2021,3,1,Tuesday,2596,2021-03-16,Prod001,25,720,180000,72000,0.4,SM003,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,7132,2021-03-16,Prod001,28,165,4620,2356.2,0.51,SM003,Mark046,1189833
222,2021-03-16,2021,3,1,Tuesday,8716,2021-03-16,Prod001,29,179,5191,2387.86,0.46,SM002,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,3244,2021-03-16,Prod001,30.0,570,171000.0,68400.0,0.4,SM001,Mark046,1189833
222,2021-03-16,2021,3,1,Tuesday,8428,2021-03-16,Prod001,35,171,5985,2034.9,0.34,SM002,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,5836,2021-03-16,Prod001,44,147,6468,3298.68,0.51,SM003,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,1948,2021-03-16,Prod001,45,525,236250,94500.0,0.4,SM001,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,5260,2021-03-16,Prod001,46,160,7360,3017.6,0.41,SM003,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,1372,2021-03-16,Prod001,50,550,275000,82500,0.3,SM002,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,9077,2021-03-16,Prod002,20,128,2560,998.4,0.39,SM002,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,6485,2021-03-16,Prod002,24,100,2400,1128,0.47,SM003,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,2597,2021-03-16,Prod002,25,400,100000,35000,0.35,SM003,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,7133,2021-03-16,Prod002,27,69,1863,1006.02,0.54,SM003,Mark046,1189833
222,2021-03-16,2021,3,1,Tuesday,3245,2021-03-16,Prod002,30.0,275,82500.0,33000.0,0.4,SM001,Mark046,1189833
222,2021-03-16,2021,3,1,Tuesday,8717,2021-03-16,Prod002,38,120,4560,2006.4,0.44,SM002,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,8429,2021-03-16,Prod002,44,124,5456,1691.36,0.31,SM002,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,5837,2021-03-16,Prod002,51,101,5151,2833.05,0.55,SM003,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,1949,2021-03-16,Prod002,55.0,375,206250.0,82500,0.4,SM001,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,5261,2021-03-16,Prod002,58,100,5800,2204,0.38,SM003,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,1373,2021-03-16,Prod002,60,400,240000,60000,0.25,SM002,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,9078,2021-03-16,Prod003,11,136,1496,703.12,0.47,SM002,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,6486,2021-03-16,Prod003,14,128,1792,949.76,0.53,SM003,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,2598,2021-03-16,Prod003,15.0,425,63750.0,25500.0,0.4,SM003,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,7134,2021-03-16,Prod003,19,91,1729,933.66,0.54,SM003,Mark046,1189833
222,2021-03-16,2021,3,1,Tuesday,3246,2021-03-16,Prod003,20,325,65000,26000,0.4,SM001,Mark046,1189833
222,2021-03-16,2021,3,1,Tuesday,8718,2021-03-16,Prod003,39,120,4680,2106,0.45,SM002,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,8430,2021-03-16,Prod003,47,149,7003,2240.96,0.32,SM002,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,5838,2021-03-16,Prod003,56,116,6496,3572.8,0.55,SM003,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,5262,2021-03-16,Prod003,59,115,6785,2917.55,0.43,SM003,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,1950,2021-03-16,Prod003,60,400,240000,96000.0,0.4,SM001,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,1374,2021-03-16,Prod003,65.0,425,276250.0,82875.0,0.3,SM002,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,9079,2021-03-16,Prod004,15,85,1275,573.75,0.45,SM002,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,6487,2021-03-16,Prod004,19,80,1520,790.4,0.52,SM003,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,2599,2021-03-16,Prod004,20.0,275,55000.0,22000,0.4,SM003,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,7135,2021-03-16,Prod004,23,49,1127,597.31,0.53,SM003,Mark046,1189833
222,2021-03-16,2021,3,1,Tuesday,3247,2021-03-16,Prod004,25.0,175,43750.0,17500.0,0.4,SM001,Mark046,1189833
222,2021-03-16,2021,3,1,Tuesday,7998,2021-03-16,Prod004,34,179,6086,2495.26,0.41,SM002,Mark004,1197832
222,2021-03-16,2021,3,1,Tuesday,4110,2021-03-16,Prod004,41,152,6232,3053.68,0.49,SM003,Mark004,1197832
222,2021-03-16,2021,3,1,Tuesday,8431,2021-03-16,Prod004,42,114,4788,1675.8,0.35,SM002,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,8719,2021-03-16,Prod004,43,96,4128,1775.04,0.43,SM002,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,222,2021-03-16,Prod004,45,525,236250,82687.5,0.35,SM002,Mark004,1197832
222,2021-03-16,2021,3,1,Tuesday,5839,2021-03-16,Prod004,50,84,4200,2310.0,0.55,SM003,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,1951,2021-03-16,Prod004,55.0,300,165000.0,66000,0.4,SM001,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,5263,2021-03-16,Prod004,58,91,5278,2216.76,0.42,SM003,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,1375,2021-03-16,Prod004,60,325,195000,58500,0.3,SM002,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,9080,2021-03-16,Prod005,25,104,2600,962,0.37,SM002,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,6488,2021-03-16,Prod005,32,81,2592,1192.32,0.46,SM003,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,2600,2021-03-16,Prod005,35.0,325,113750.0,39812.5,0.35,SM003,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,7136,2021-03-16,Prod005,37,59,2183,1091.5,0.5,SM003,Mark046,1189833
222,2021-03-16,2021,3,1,Tuesday,8720,2021-03-16,Prod005,40,50,2000,1020,0.51,SM002,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,3248,2021-03-16,Prod005,40,225,90000,36000,0.4,SM001,Mark046,1189833
222,2021-03-16,2021,3,1,Tuesday,8432,2021-03-16,Prod005,44,60,2640,686.4,0.26,SM002,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,5840,2021-03-16,Prod005,56,39,2184,1310.4,0.6,SM003,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,1952,2021-03-16,Prod005,60.0,150,90000.0,40500.0,0.45,SM001,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,5264,2021-03-16,Prod005,61,44,2684,885.72,0.33,SM003,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,1376,2021-03-16,Prod005,65,175,113750,22750,0.2,SM002,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,9081,2021-03-16,Prod006,17,136,2312,1248.48,0.54,SM002,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,6489,2021-03-16,Prod006,24,123,2952,1830.24,0.62,SM003,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,2601,2021-03-16,Prod006,25,425,106250,53125,0.5,SM003,Mark037,1185732
222,2021-03-16,2021,3,1,Tuesday,7137,2021-03-16,Prod006,29,81,2349,1268.46,0.54,SM003,Mark046,1189833
222,2021-03-16,2021,3,1,Tuesday,8721,2021-03-16,Prod006,29,109,3161,1169.57,0.37,SM002,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,3249,2021-03-16,Prod006,30.0,325,97500.0,39000.0,0.4,SM001,Mark046,1189833
222,2021-03-16,2021,3,1,Tuesday,5841,2021-03-16,Prod006,41,95,3895,1752.75,0.45,SM003,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,1953,2021-03-16,Prod006,45,350,157500,55125,0.35,SM001,Mark028,1189833
222,2021-03-16,2021,3,1,Tuesday,8433,2021-03-16,Prod006,48,131,6288,2955.36,0.47,SM002,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,5265,2021-03-16,Prod006,54,101,5454,3272.4,0.6,SM003,Mark020,1128299
222,2021-03-16,2021,3,1,Tuesday,1377,2021-03-16,Prod006,60,375,225000,101250,0.45,SM002,Mark020,1128299
223,2021-03-17,2021,3,2,Wednesday,5620,2021-03-17,Prod001,34,186,6324,3225.24,0.51,SM003,Mark025,1185732
223,2021-03-17,2021,3,2,Wednesday,1732,2021-03-17,Prod001,35,620,217000,86800,0.4,SM001,Mark025,1185732
223,2021-03-17,2021,3,2,Wednesday,9580,2021-03-17,Prod001,39,188,7332,3372.72,0.46,SM002,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,7708,2021-03-17,Prod001,49,165,8085,4042.5,0.5,SM003,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,3820,2021-03-17,Prod001,50,570,285000,114000,0.4,SM001,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,8284,2021-03-17,Prod002,23,219,5037,1964.43,0.39,SM002,Mark014,1128299
223,2021-03-17,2021,3,2,Wednesday,4828,2021-03-17,Prod002,33,181,5973,2867.04,0.48,SM003,Mark014,1128299
223,2021-03-17,2021,3,2,Wednesday,5621,2021-03-17,Prod002,34,87,2958,1331.1,0.45,SM003,Mark025,1185732
223,2021-03-17,2021,3,2,Wednesday,1733,2021-03-17,Prod002,35,300,105000,36750,0.35,SM001,Mark025,1185732
223,2021-03-17,2021,3,2,Wednesday,940,2021-03-17,Prod002,35,625,218750,76562.5,0.35,SM002,Mark014,1128299
223,2021-03-17,2021,3,2,Wednesday,9581,2021-03-17,Prod002,36,88,3168,1457.28,0.46,SM002,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,7709,2021-03-17,Prod002,49,69,3381,1724.31,0.51,SM003,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,3821,2021-03-17,Prod002,50,275,137500,55000,0.4,SM001,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,5622,2021-03-17,Prod003,23,95,2185,1005.1,0.46,SM003,Mark025,1185732
223,2021-03-17,2021,3,2,Wednesday,1734,2021-03-17,Prod003,25.0,350,87500.0,30625.0,0.35,SM001,Mark025,1185732
223,2021-03-17,2021,3,2,Wednesday,9582,2021-03-17,Prod003,32,105,3360,1142.4,0.34,SM002,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,7710,2021-03-17,Prod003,38,75,2850,1168.5,0.41,SM003,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,3822,2021-03-17,Prod003,40,300,120000,36000,0.3,SM001,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,5623,2021-03-17,Prod004,28,54,1512,771.12,0.51,SM003,Mark025,1185732
223,2021-03-17,2021,3,2,Wednesday,1735,2021-03-17,Prod004,30,200,60000,24000,0.4,SM001,Mark025,1185732
223,2021-03-17,2021,3,2,Wednesday,9583,2021-03-17,Prod004,33,45,1485,549.45,0.37,SM002,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,7711,2021-03-17,Prod004,44,38,1672,702.24,0.42,SM003,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,3823,2021-03-17,Prod004,45.0,150,67500.0,20250.0,0.3,SM001,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,7999,2021-03-17,Prod005,40,140,5600,3192.0,0.57,SM002,Mark004,1197832
223,2021-03-17,2021,3,2,Wednesday,5624,2021-03-17,Prod005,41,75,3075,1506.75,0.49,SM003,Mark025,1185732
223,2021-03-17,2021,3,2,Wednesday,1736,2021-03-17,Prod005,45,250,112500,39375,0.35,SM001,Mark025,1185732
223,2021-03-17,2021,3,2,Wednesday,4111,2021-03-17,Prod005,46,113,5198,3534.64,0.68,SM003,Mark004,1197832
223,2021-03-17,2021,3,2,Wednesday,9584,2021-03-17,Prod005,47,60,2820,930.6,0.33,SM002,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,223,2021-03-17,Prod005,50,450,225000,123750.0,0.55,SM002,Mark004,1197832
223,2021-03-17,2021,3,2,Wednesday,7712,2021-03-17,Prod005,58,60,3480,1566.0,0.45,SM003,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,3824,2021-03-17,Prod005,60.0,200,120000.0,36000,0.3,SM001,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,5625,2021-03-17,Prod006,34,102,3468,2254.2,0.65,SM003,Mark025,1185732
223,2021-03-17,2021,3,2,Wednesday,1737,2021-03-17,Prod006,35,350,122500,61250,0.5,SM001,Mark025,1185732
223,2021-03-17,2021,3,2,Wednesday,9585,2021-03-17,Prod006,36,99,3564,1354.32,0.38,SM002,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,7713,2021-03-17,Prod006,45,75,3375,1586.25,0.47,SM003,Mark054,1128298
223,2021-03-17,2021,3,2,Wednesday,3825,2021-03-17,Prod006,50,300,150000,52500,0.35,SM001,Mark054,1128298
224,2021-03-18,2021,3,3,Thursday,8285,2021-03-18,Prod003,23,140,3220,1255.8,0.39,SM002,Mark014,1128299
224,2021-03-18,2021,3,3,Thursday,4829,2021-03-18,Prod003,32,122,3904,1873.92,0.48,SM003,Mark014,1128299
224,2021-03-18,2021,3,3,Thursday,941,2021-03-18,Prod003,35,450,157500,55125,0.35,SM002,Mark014,1128299
224,2021-03-18,2021,3,3,Thursday,8000,2021-03-18,Prod006,32,208,6656,1730.56,0.26,SM002,Mark004,1197832
224,2021-03-18,2021,3,3,Thursday,4112,2021-03-18,Prod006,41,176,7216,2164.8,0.3,SM003,Mark004,1197832
224,2021-03-18,2021,3,3,Thursday,224,2021-03-18,Prod006,45,650,292500,58500,0.2,SM002,Mark004,1197832
225,2021-03-19,2021,3,4,Friday,9220,2021-03-19,Prod001,14,182,2548,1172.08,0.46,SM002,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,9148,2021-03-19,Prod001,15,206,3090,1452.3,0.47,SM002,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,6556,2021-03-19,Prod001,18,181,3258,1726.74,0.53,SM003,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,6628,2021-03-19,Prod001,19,154,2926,1463,0.5,SM003,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,2740,2021-03-19,Prod001,20,570,114000,45600,0.4,SM003,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,2668,2021-03-19,Prod001,20,645,129000,51600,0.4,SM003,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,8001,2021-03-19,Prod001,24,264,6336,2787.84,0.44,SM002,Mark004,1197832
225,2021-03-19,2021,3,4,Friday,4113,2021-03-19,Prod001,32,216,6912,3456,0.5,SM003,Mark004,1197832
225,2021-03-19,2021,3,4,Friday,225,2021-03-19,Prod001,35,800,280000,112000,0.4,SM002,Mark004,1197832
225,2021-03-19,2021,3,4,Friday,9149,2021-03-19,Prod002,14,107,1498,554.26,0.37,SM002,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,9221,2021-03-19,Prod002,15,78,1170,479.7,0.41,SM002,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,6629,2021-03-19,Prod002,19,73,1387,665.76,0.48,SM003,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,6557,2021-03-19,Prod002,20,98,1960,882.0,0.45,SM003,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,2741,2021-03-19,Prod002,20,250,50000,17500,0.35,SM003,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,2669,2021-03-19,Prod002,20,325,65000,22750,0.35,SM003,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,9222,2021-03-19,Prod003,7,83,581,261.45,0.45,SM002,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,9150,2021-03-19,Prod003,8,112,896,403.2,0.45,SM002,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,6630,2021-03-19,Prod003,9,80,720,360,0.5,SM003,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,6558,2021-03-19,Prod003,10,88,880,475.2,0.54,SM003,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,2742,2021-03-19,Prod003,10.0,275,27500.0,11000.0,0.4,SM003,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,2670,2021-03-19,Prod003,10.0,350,35000.0,14000.0,0.4,SM003,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,9151,2021-03-19,Prod004,15,70,1050,493.5,0.47,SM002,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,9223,2021-03-19,Prod004,16,39,624,293.28,0.47,SM002,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,6559,2021-03-19,Prod004,19,60,1140,592.8,0.52,SM003,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,2743,2021-03-19,Prod004,20.0,125,25000.0,10000,0.4,SM003,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,2671,2021-03-19,Prod004,20.0,200,40000.0,16000.0,0.4,SM003,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,6631,2021-03-19,Prod004,20,34,680,340,0.5,SM003,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,8286,2021-03-19,Prod004,28,128,3584,1756.16,0.49,SM002,Mark014,1128299
225,2021-03-19,2021,3,4,Friday,4830,2021-03-19,Prod004,33,108,3564,2138.4,0.6,SM003,Mark014,1128299
225,2021-03-19,2021,3,4,Friday,942,2021-03-19,Prod004,35,400,140000,63000,0.45,SM002,Mark014,1128299
225,2021-03-19,2021,3,4,Friday,9152,2021-03-19,Prod005,24,88,2112,844.8,0.4,SM002,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,9224,2021-03-19,Prod005,26,61,1586,666.12,0.42,SM002,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,6560,2021-03-19,Prod005,32,65,2080,956.8,0.46,SM003,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,6632,2021-03-19,Prod005,34,49,1666,783.02,0.47,SM003,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,2744,2021-03-19,Prod005,35.0,175,61250.0,21437.5,0.35,SM003,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,2672,2021-03-19,Prod005,35.0,250,87500.0,30625.0,0.35,SM003,Mark038,1197831
225,2021-03-19,2021,3,4,Friday,9225,2021-03-19,Prod006,18,88,1584,728.64,0.46,SM002,Mark039,1189833
225,2021-03-19,2021,3,4,Friday,9153,2021-03-19,Prod006,20,112,2240,1030.4,0.46,SM002,Mark038,1197831
